Country Name,Country Code,Series Name,Series Code,2015 [YR2015]
Sweden,SWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.42999982833862
Switzerland,CHE,"Population, total",SP.POP.TOTL,8282396
Switzerland,CHE,Land area (sq. km),AG.LND.TOTL.K2,39516.03
Switzerland,CHE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,76553.282261223
Switzerland,CHE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,82.8975609756098
Switzerland,CHE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.80000019073486
Syrian Arab Republic,SYR,"Population, total",SP.POP.TOTL,17997408
Syrian Arab Republic,SYR,Land area (sq. km),AG.LND.TOTL.K2,183630
Syrian Arab Republic,SYR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Syrian Arab Republic,SYR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.908
Syrian Arab Republic,SYR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.5
Tajikistan,TJK,"Population, total",SP.POP.TOTL,8454028
Tajikistan,TJK,Land area (sq. km),AG.LND.TOTL.K2,138790
Tajikistan,TJK,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,935.999825132571
Tajikistan,TJK,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.137
Tajikistan,TJK,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.53000020980835
Tanzania,TZA,"Population, total",SP.POP.TOTL,51482633
Tanzania,TZA,Land area (sq. km),AG.LND.TOTL.K2,885800
Tanzania,TZA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,871.998368594318
Tanzania,TZA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.111
Tanzania,TZA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.09999990463257
Thailand,THA,"Population, total",SP.POP.TOTL,68714511
Thailand,THA,Land area (sq. km),AG.LND.TOTL.K2,510890
Thailand,THA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5741.35391148352
Thailand,THA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.091
Thailand,THA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,0.600000023841858
Timor-Leste,TLS,"Population, total",SP.POP.TOTL,1196302
Timor-Leste,TLS,Land area (sq. km),AG.LND.TOTL.K2,14870
Timor-Leste,TLS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,907.643408389187
Timor-Leste,TLS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,68.459
Timor-Leste,TLS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.44999980926514
Togo,TGO,"Population, total",SP.POP.TOTL,7323158
Togo,TGO,Land area (sq. km),AG.LND.TOTL.K2,54390
Togo,TGO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,630.937250334156
Togo,TGO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.927
Togo,TGO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.20000004768372
Tonga,TON,"Population, total",SP.POP.TOTL,100781
Tonga,TON,Land area (sq. km),AG.LND.TOTL.K2,720
Tonga,TON,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4058.79881173539
Tonga,TON,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.517
Tonga,TON,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.64000010490417
Trinidad and Tobago,TTO,"Population, total",SP.POP.TOTL,1370328
Trinidad and Tobago,TTO,Land area (sq. km),AG.LND.TOTL.K2,5130
Trinidad and Tobago,TTO,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,16840.1208011848
Trinidad and Tobago,TTO,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.941
Trinidad and Tobago,TTO,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,2.4300000667572
Tunisia,TUN,"Population, total",SP.POP.TOTL,11179949
Tunisia,TUN,Land area (sq. km),AG.LND.TOTL.K2,155360
Tunisia,TUN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4308.41559599821
Tunisia,TUN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.922
Tunisia,TUN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,15.1599998474121
Turkey,TUR,"Population, total",SP.POP.TOTL,78529409
Turkey,TUR,Land area (sq. km),AG.LND.TOTL.K2,769630
Turkey,TUR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13923.6828900533
Turkey,TUR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.532
Turkey,TUR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.2399997711182
Turkmenistan,TKM,"Population, total",SP.POP.TOTL,5565287
Turkmenistan,TKM,Land area (sq. km),AG.LND.TOTL.K2,469930
Turkmenistan,TKM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6693.93200166062
Turkmenistan,TKM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.704
Turkmenistan,TKM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.94000005722046
Turks and Caicos Islands,TCA,"Population, total",SP.POP.TOTL,35981
Turks and Caicos Islands,TCA,Land area (sq. km),AG.LND.TOTL.K2,950
Turks and Caicos Islands,TCA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
Turks and Caicos Islands,TCA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Turks and Caicos Islands,TCA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Tuvalu,TUV,"Population, total",SP.POP.TOTL,11099
Tuvalu,TUV,Land area (sq. km),AG.LND.TOTL.K2,30
Tuvalu,TUV,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3429.23353287738
Tuvalu,TUV,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,..
Tuvalu,TUV,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,..
Uganda,UGA,"Population, total",SP.POP.TOTL,38225453
Uganda,UGA,Land area (sq. km),AG.LND.TOTL.K2,200520
Uganda,UGA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,903.847231512495
Uganda,UGA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.373
Uganda,UGA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.86000001430511
Ukraine,UKR,"Population, total",SP.POP.TOTL,45154036
Ukraine,UKR,Land area (sq. km),AG.LND.TOTL.K2,579290
Ukraine,UKR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2828.88506924235
Ukraine,UKR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.189512195122
Ukraine,UKR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,9.14000034332275
United Arab Emirates,ARE,"Population, total",SP.POP.TOTL,9262900
United Arab Emirates,ARE,Land area (sq. km),AG.LND.TOTL.K2,71020
United Arab Emirates,ARE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,40247.7471408685
United Arab Emirates,ARE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.285
United Arab Emirates,ARE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.74000000953674
United Kingdom,GBR,"Population, total",SP.POP.TOTL,65116219
United Kingdom,GBR,Land area (sq. km),AG.LND.TOTL.K2,241930
United Kingdom,GBR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,42017.1410820629
United Kingdom,GBR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.9560975609756
United Kingdom,GBR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.30000019073486
United States,USA,"Population, total",SP.POP.TOTL,320635163
United States,USA,Land area (sq. km),AG.LND.TOTL.K2,9147420
United States,USA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,52168.1262363804
United States,USA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,78.690243902439
United States,USA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.28000020980835
Uruguay,URY,"Population, total",SP.POP.TOTL,3412009
Uruguay,URY,Land area (sq. km),AG.LND.TOTL.K2,175020
Uruguay,URY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,13938.7900689227
Uruguay,URY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.369
Uruguay,URY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.48999977111816
Uzbekistan,UZB,"Population, total",SP.POP.TOTL,31298900
Uzbekistan,UZB,Land area (sq. km),AG.LND.TOTL.K2,440591
Uzbekistan,UZB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2138.56692535945
Uzbekistan,UZB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.928
Uzbekistan,UZB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.19999980926514
Vanuatu,VUT,"Population, total",SP.POP.TOTL,271130
Vanuatu,VUT,Land area (sq. km),AG.LND.TOTL.K2,12190
Vanuatu,VUT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2781.7855956124
Vanuatu,VUT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.869
Vanuatu,VUT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.80999994277954
"Venezuela, RB",VEN,"Population, total",SP.POP.TOTL,30081829
"Venezuela, RB",VEN,Land area (sq. km),AG.LND.TOTL.K2,882050
"Venezuela, RB",VEN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,..
"Venezuela, RB",VEN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.584
"Venezuela, RB",VEN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.44000005722046
Vietnam,VNM,"Population, total",SP.POP.TOTL,92677076
Vietnam,VNM,Land area (sq. km),AG.LND.TOTL.K2,310070
Vietnam,VNM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1667.1718910463
Vietnam,VNM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.11
Vietnam,VNM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,1.85000002384186
Virgin Islands (U.S.),VIR,"Population, total",SP.POP.TOTL,107712
Virgin Islands (U.S.),VIR,Land area (sq. km),AG.LND.TOTL.K2,350
Virgin Islands (U.S.),VIR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,29407.5090755258
Virgin Islands (U.S.),VIR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.0170731707317
Virgin Islands (U.S.),VIR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.57000017166138
West Bank and Gaza,PSE,"Population, total",SP.POP.TOTL,4270092
West Bank and Gaza,PSE,Land area (sq. km),AG.LND.TOTL.K2,6020
West Bank and Gaza,PSE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2858.52902656482
West Bank and Gaza,PSE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.442
West Bank and Gaza,PSE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,23.0100002288818
"Yemen, Rep.",YEM,"Population, total",SP.POP.TOTL,26497889
"Yemen, Rep.",YEM,Land area (sq. km),AG.LND.TOTL.K2,527970
"Yemen, Rep.",YEM,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,785.338458415123
"Yemen, Rep.",YEM,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,66.085
"Yemen, Rep.",YEM,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,13.3999996185303
Zambia,ZMB,"Population, total",SP.POP.TOTL,15879361
Zambia,ZMB,Land area (sq. km),AG.LND.TOTL.K2,743390
Zambia,ZMB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1641.01335829118
Zambia,ZMB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.737
Zambia,ZMB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.1000003814697
Zimbabwe,ZWE,"Population, total",SP.POP.TOTL,13814629
Zimbabwe,ZWE,Land area (sq. km),AG.LND.TOTL.K2,386850
Zimbabwe,ZWE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1234.10335223099
Zimbabwe,ZWE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,59.534
Zimbabwe,ZWE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.28999996185303
Arab World,ARB,"Population, total",SP.POP.TOTL,396028278
Arab World,ARB,Land area (sq. km),AG.LND.TOTL.K2,13081879.206
Arab World,ARB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,6424.35820704436
Arab World,ARB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,71.249571410287
Arab World,ARB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.7137927545088
Caribbean small states,CSS,"Population, total",SP.POP.TOTL,7222206
Caribbean small states,CSS,Land area (sq. km),AG.LND.TOTL.K2,404850
Caribbean small states,CSS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9362.77039910058
Caribbean small states,CSS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.2730179765146
Caribbean small states,CSS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.6552116221744
Central Europe and the Baltics,CEB,"Population, total",SP.POP.TOTL,103257886
Central Europe and the Baltics,CEB,Land area (sq. km),AG.LND.TOTL.K2,1106364.6
Central Europe and the Baltics,CEB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,14356.5148411153
Central Europe and the Baltics,CEB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,76.5718777647788
Central Europe and the Baltics,CEB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.81406198596925
Early-demographic dividend,EAR,"Population, total",SP.POP.TOTL,3122156907
Early-demographic dividend,EAR,Land area (sq. km),AG.LND.TOTL.K2,33251969.914
Early-demographic dividend,EAR,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,3410.53885764091
Early-demographic dividend,EAR,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,69.7485061455321
Early-demographic dividend,EAR,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.78718385258574
East Asia & Pacific,EAS,"Population, total",SP.POP.TOTL,2282869531
East Asia & Pacific,EAS,Land area (sq. km),AG.LND.TOTL.K2,24427111.2
East Asia & Pacific,EAS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9270.38958492329
East Asia & Pacific,EAS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.39259759156
East Asia & Pacific,EAS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.04720340718742
East Asia & Pacific (excluding high income),EAP,"Population, total",SP.POP.TOTL,2038190036
East Asia & Pacific (excluding high income),EAP,Land area (sq. km),AG.LND.TOTL.K2,15953666.8
East Asia & Pacific (excluding high income),EAP,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5503.76662845184
East Asia & Pacific (excluding high income),EAP,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.4962276185303
East Asia & Pacific (excluding high income),EAP,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.07629315053604
East Asia & Pacific (IDA & IBRD countries),TEA,"Population, total",SP.POP.TOTL,2012980531
East Asia & Pacific (IDA & IBRD countries),TEA,Land area (sq. km),AG.LND.TOTL.K2,15833536.8
East Asia & Pacific (IDA & IBRD countries),TEA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5562.02402900722
East Asia & Pacific (IDA & IBRD countries),TEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.5339521321121
East Asia & Pacific (IDA & IBRD countries),TEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.0944287535749
Euro area,EMU,"Population, total",SP.POP.TOTL,339488380
Euro area,EMU,Land area (sq. km),AG.LND.TOTL.K2,2678458.2
Euro area,EMU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,38692.665304479
Euro area,EMU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,81.5692291055771
Euro area,EMU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.8379272424013
Europe & Central Asia,ECS,"Population, total",SP.POP.TOTL,906707416
Europe & Central Asia,ECS,Land area (sq. km),AG.LND.TOTL.K2,27454239.957
Europe & Central Asia,ECS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,24903.5367527896
Europe & Central Asia,ECS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,77.2406779391962
Europe & Central Asia,ECS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,8.54615241257224
Europe & Central Asia (excluding high income),ECA,"Population, total",SP.POP.TOTL,390295673
Europe & Central Asia (excluding high income),ECA,Land area (sq. km),AG.LND.TOTL.K2,22407259
Europe & Central Asia (excluding high income),ECA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,8937.19606852978
Europe & Central Asia (excluding high income),ECA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.5951611839931
Europe & Central Asia (excluding high income),ECA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.57796592237275
Europe & Central Asia (IDA & IBRD countries),TEC,"Population, total",SP.POP.TOTL,452301305
Europe & Central Asia (IDA & IBRD countries),TEC,Land area (sq. km),AG.LND.TOTL.K2,23000119
Europe & Central Asia (IDA & IBRD countries),TEC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9493.47063360443
Europe & Central Asia (IDA & IBRD countries),TEC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.1480060170721
Europe & Central Asia (IDA & IBRD countries),TEC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,7.61514762334612
European Union,EUU,"Population, total",SP.POP.TOTL,444543759
European Union,EUU,Land area (sq. km),AG.LND.TOTL.K2,3995658.2
European Union,EUU,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,34339.512680225
European Union,EUU,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.5668071425711
European Union,EUU,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.0245060611843
Fragile and conflict affected situations,FCS,"Population, total",SP.POP.TOTL,730424930
Fragile and conflict affected situations,FCS,Land area (sq. km),AG.LND.TOTL.K2,19055874.424
Fragile and conflict affected situations,FCS,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,2276.76849373971
Fragile and conflict affected situations,FCS,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,60.5483794685687
Fragile and conflict affected situations,FCS,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.04658379466399
Heavily indebted poor countries (HIPC),HPC,"Population, total",SP.POP.TOTL,718128416
Heavily indebted poor countries (HIPC),HPC,Land area (sq. km),AG.LND.TOTL.K2,19357415.12
Heavily indebted poor countries (HIPC),HPC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,881.801935534113
Heavily indebted poor countries (HIPC),HPC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.8529532354614
Heavily indebted poor countries (HIPC),HPC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.6928409641324
High income,HIC,"Population, total",SP.POP.TOTL,1212266072
High income,HIC,Land area (sq. km),AG.LND.TOTL.K2,35238447.357
High income,HIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,41111.6761507487
High income,HIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,80.3919911247591
High income,HIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.61773946799325
IBRD only,IBD,"Population, total",SP.POP.TOTL,4648915923
IBRD only,IBD,Land area (sq. km),AG.LND.TOTL.K2,71005011.8
IBRD only,IBD,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,5456.10380977895
IBRD only,IBD,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,72.6961955262082
IBRD only,IBD,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.73788668659325
IDA & IBRD total,IBT,"Population, total",SP.POP.TOTL,6176134811
IDA & IBRD total,IBT,Land area (sq. km),AG.LND.TOTL.K2,96005839.138
IDA & IBRD total,IBT,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4408.79098161395
IDA & IBRD total,IBT,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.3562120151525
IDA & IBRD total,IBT,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.45334224305549
IDA blend,IDB,"Population, total",SP.POP.TOTL,512877243
IDA blend,IDB,Land area (sq. km),AG.LND.TOTL.K2,4384561
IDA blend,IDB,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1738.57388208397
IDA blend,IDB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,61.2562791835338
IDA blend,IDB,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,3.97640896315126
IDA only,IDX,"Population, total",SP.POP.TOTL,1014341645
IDA only,IDX,Land area (sq. km),AG.LND.TOTL.K2,20616266.338
IDA only,IDX,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,958.41378145953
IDA only,IDX,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,64.231929003044
IDA only,IDX,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.5847985496746
IDA total,IDA,"Population, total",SP.POP.TOTL,1527218888
IDA total,IDA,Land area (sq. km),AG.LND.TOTL.K2,25000827.338
IDA total,IDA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1224.68893686484
IDA total,IDA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.2326807041621
IDA total,IDA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.39660452223633
Late-demographic dividend,LTE,"Population, total",SP.POP.TOTL,2247409052
Late-demographic dividend,LTE,Land area (sq. km),AG.LND.TOTL.K2,44558206.8
Late-demographic dividend,LTE,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7739.619763859
Late-demographic dividend,LTE,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,75.4709761050493
Late-demographic dividend,LTE,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.06865595121955
Latin America & Caribbean,LCN,"Population, total",SP.POP.TOTL,622301085
Latin America & Caribbean,LCN,Land area (sq. km),AG.LND.TOTL.K2,20039220
Latin America & Caribbean,LCN,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9590.5318800981
Latin America & Caribbean,LCN,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.9616873890241
Latin America & Caribbean,LCN,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.69108869083767
Latin America & Caribbean (excluding high income),LAC,"Population, total",SP.POP.TOTL,590731803
Latin America & Caribbean (excluding high income),LAC,Land area (sq. km),AG.LND.TOTL.K2,19019010
Latin America & Caribbean (excluding high income),LAC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9241.16295689487
Latin America & Caribbean (excluding high income),LAC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.7621985660344
Latin America & Caribbean (excluding high income),LAC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.69791088734
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Population, total",SP.POP.TOTL,606271969
Latin America & the Caribbean (IDA & IBRD countries),TLA,Land area (sq. km),AG.LND.TOTL.K2,19913412
Latin America & the Caribbean (IDA & IBRD countries),TLA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,9510.03291878231
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,74.8665592558851
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,6.73938311404977
Least developed countries: UN classification,LDC,"Population, total",SP.POP.TOTL,941131317
Least developed countries: UN classification,LDC,Land area (sq. km),AG.LND.TOTL.K2,20373379.338
Least developed countries: UN classification,LDC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,914.583775686628
Least developed countries: UN classification,LDC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.9477769645535
Least developed countries: UN classification,LDC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,4.50728750831793
Low & middle income,LMY,"Population, total",SP.POP.TOTL,6126712586
Low & middle income,LMY,Land area (sq. km),AG.LND.TOTL.K2,94642237.138
Low & middle income,LMY,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,4265.99439177019
Low & middle income,LMY,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,70.2771632313129
Low & middle income,LMY,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.41068174905875
Low income,LIC,"Population, total",SP.POP.TOTL,603234541
Low income,LIC,Land area (sq. km),AG.LND.TOTL.K2,15120041.338
Low income,LIC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,772.838402128913
Low income,LIC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,62.3505613015469
Low income,LIC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.0902169926125
Lower middle income,LMC,"Population, total",SP.POP.TOTL,2749824313
Lower middle income,LMC,Land area (sq. km),AG.LND.TOTL.K2,21934578.4
Lower middle income,LMC,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,1857.51407154205
Lower middle income,LMC,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,67.6589221772166
Lower middle income,LMC,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,5.11888790495069
Middle East & North Africa,MEA,"Population, total",SP.POP.TOTL,425821770
Middle East & North Africa,MEA,Land area (sq. km),AG.LND.TOTL.K2,11223347
Middle East & North Africa,MEA,GDP per capita (constant 2010 US$),NY.GDP.PCAP.KD,7594.92799014133
Middle East & North Africa,MEA,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,73.5148448538059
Middle East & North Africa,MEA,"Unemployment, total (% of total labor force) (modeled ILO estimate)",SL.UEM.TOTL.ZS,10.0550547508325
